SMILES,HOMO,LUMO,Voc,Jsc,fill_factor,PCE,source_db,canonical_SMILES
c1cc2c(scc2[nH]1)-c1ccc(nc1)-c1ccc(s1)-c1cccnc1,-5.1378363672798,-2.99386077909645,0.537836367279801,75.9175759732,,2.65304679624492,CEP,c1cncc(-c2ccc(-c3ccc(-c4scc5[nH]ccc45)cn3)s2)c1
C1C=c2cccc(-c3cc4[nH]c5c6cnccc6[se]c5c4s3)c2=C1,-5.07599889640402,-3.18074389914189,0.47599889640402,111.46868261165,,3.44755518840563,CEP,C1=c2cccc(-c3cc4[nH]c5c6cnccc6[se]c5c4s3)c2=CC1
C1C=c2c(cc3c4nsnc4ccc3c2=C1)-c1cc2c3nsnc3ccc2c2cscc12,-5.41178113720179,-3.66888543695084,0.81178113720179,138.61212857375,,7.31126627706202,CEP,C1=c2c(-c3cc4c(ccc5nsnc54)c4cscc34)cc3c(ccc4nsnc43)c2=CC1
C1c(ccc1-c1scc2sccc12)-c1[SiH2]c(cc1)-c1ccco1,-4.72680381491778,-3.40360019475979,0.12680381491778,230.155293836,,1.89629413134314,CEP,C1=C(C2=CC=C(c3ccco3)[SiH2]2)CC(c2scc3sccc23)=C1
C1C=c2c3cc([se]c3c3[nH]c4ccncc4c3c2=C1)-c1cccc2ccccc12,-5.05239843279047,-3.07605855499355,0.45239843279047,98.57354638625,,2.89756966314788,CEP,C1=c2c(c3c4cnccc4[nH]c3c3[se]c(-c4cccc5ccccc45)cc23)=CC1
c1cc2csc(-c3cc4cnc5ccccc5c4c4cocc34)c2o1,-5.43170563953714,-3.12734924349303,0.83170563953714,58.19919625377,,3.14513322200418,CEP,c1ccc2c(c1)ncc1cc(-c3scc4ccoc34)c3cocc3c12
c1c[nH]c(c1)-c1cc2[se]c3c4ncccc4sc3c2[nH]1,-5.14035395239282,-2.49834097084787,0.54035395239282,30.07189398967,,1.05582399321762,CEP,c1c[nH]c(-c2cc3[se]c4c5ncccc5sc4c3[nH]2)c1
c1cc2ccc3c(ccc4cc(-c5scc6nccnc56)c5nsnc5c34)c2s1,-5.63119569328787,-3.63865824739199,1.03119569328787,96.26263980255,,6.44987459133614,CEP,c1cnc2c(-c3cc4ccc5c(ccc6ccsc65)c4c4nsnc34)scc2n1
[SiH2]1C=c2c3C=C[SiH2]c3c3oc4cc(-c5ccc[se]5)c5cscc5c4c3c2=C1,-5.02724912669519,-3.65696301413119,0.42724912669519,221.01178558615,,6.13548685239027,CEP,C1=Cc2c(c3oc4cc(-c5ccc[se]5)c5cscc5c4c3c3c2=C[SiH2]C=3)[SiH2]1
C1c2cc([nH]c2-c2cc3[nH]ccc3cc12)-c1cccs1,-4.73064721763053,-2.21059953683894,0.13064721763053,38.695335477565,,0.328481710926749,CEP,c1csc(-c2cc3c([nH]2)-c2cc4[nH]ccc4cc2C3)c1
C1C=c2ccc3ccc4cc5C=C(Cc5cc4c3c2=C1)c1scc2nccnc12,-5.0724232454063,-3.61380374447142,0.4724232454063,198.7499142499,,6.10085385295816,CEP,C1=C(c2scc3nccnc23)Cc2cc3c(ccc4ccc5c(c43)=CCC=5)cc21
C1C=c2c3C=C([SiH2]c3c3cc4CC=Cc4cc3c2=C1)c1ccc[nH]1,-4.80674114482854,-3.07743452754369,0.20674114482854,140.98387271995,,1.8938638999481,CEP,C1=Cc2cc3c4c(c5c(c3cc2C1)[SiH2]C(c1ccc[nH]1)=C5)=CCC=4
c1csc(c1)-c1ccc(cn1)-c1ccc(nc1)-c1scc2sccc12,-5.45993564543152,-3.09439849498204,0.859935645431521,52.18728691774,,2.91597021622764,CEP,c1csc(-c2ccc(-c3ccc(-c4scc5sccc45)nc3)cn2)c1
[SiH2]1C=c2c3ccsc3c3c4cocc4c4cc(C5=CC=C[SiH2]5)c5cocc5c4c3c2=C1,-5.0680062481529,-3.57011856543151,0.4680062481529,188.90515452055,,5.74444231101479,CEP,C1=C[SiH2]C(c2cc3c4cocc4c4c5sccc5c5c(c4c3c3cocc23)=C[SiH2]C=5)=C1
C1C=Cc2csc(c12)-c1cc2[SiH2]c3c(-c2[nH]1)c1cscc1c1ccc2ccccc2c31,-4.96664586192134,-3.08988068701172,0.36664586192134,114.2187911189,,2.72105148974024,CEP,C1=Cc2csc(-c3cc4c([nH]3)-c3c(c5c6ccccc6ccc5c5cscc35)[SiH2]4)c2C1
C1C=c2cccc(-c3cc4[nH]c5c6sccc6sc5c4c4cocc34)c2=C1,-4.87888833381914,-3.00900201803495,0.27888833381914,115.6641056727,,2.09595215505239,CEP,C1=c2cccc(-c3cc4[nH]c5c6sccc6sc5c4c4cocc34)c2=CC1
C1C=Cc2csc(c12)-c1cc2cc3c4cscc4c4ccccc4c3cc2c2cocc12,-5.38949943474997,-2.89599212147485,0.78949943474997,41.15351715072,,2.11111160907354,CEP,C1=Cc2csc(-c3cc4cc5c6cscc6c6ccccc6c5cc4c4cocc34)c2C1
c1coc(c1)-c1cnc(s1)-c1ccc([se]1)-c1scc2ccoc12,-5.13875594256022,-3.20377030299878,0.53875594256022,104.74488494535,,3.66671631028708,CEP,c1coc(-c2cnc(-c3ccc(-c4scc5ccoc45)[se]3)s2)c1
C1C=Cc2csc(c12)-c1cc2c3cscc3c3c4[SiH2]C=Cc4oc3c2c2c[nH]cc12,-4.86833833667141,-2.85599876348623,0.268338336671411,93.4233250977,,1.62888512275326,CEP,C1=Cc2csc(-c3cc4c5cscc5c5c6c(oc5c4c4c[nH]cc34)C=C[SiH2]6)c2C1
c1cc2c(scc2[nH]1)-c1cc2c3cocc3c3c4[se]ccc4c4cscc4c3c2[se]1,-4.85110746497262,-3.1461319639556,0.25110746497262,145.4321417029,,2.37286175343027,CEP,c1cc2c(-c3cc4c5cocc5c5c6[se]ccc6c6cscc6c5c4[se]3)scc2[nH]1
[SiH2]1ccc2c1csc2-c1ncc(s1)-c1ccc(o1)-c1nccs1,-5.44224495095526,-3.34438953500692,0.84224495095526,81.83077946485,,4.47824156922378,CEP,C1=Cc2c(csc2-c2ncc(-c3ccc(-c4nccs4)o3)s2)[SiH2]1
c1cc2c(scc2[nH]1)-c1cc2c([se]1)c1occc1c1ccccc21,-4.90684431590305,-2.72223016739684,0.30684431590305,71.00498672345,,1.41566125476673,CEP,c1ccc2c(c1)c1ccoc1c1[se]c(-c3scc4[nH]ccc34)cc21
c1cc2c(scc2s1)-c1cc2c3cocc3c3c(cnc4ccc5nsnc5c34)c2s1,-5.38051591646065,-3.54024560759442,0.780515916460651,120.62740650415,,6.11758718019748,CEP,c1cc2c(-c3cc4c5cocc5c5c(cnc6ccc7nsnc7c65)c4s3)scc2s1
[SiH2]1C=c2c3cc(oc3c3c(c4[nH]ccc4c4=C[SiH2]C=c34)c2=C1)-c1ccco1,-4.82092130977155,-3.73923304702094,0.22092130977155,289.53740065965,,4.15618330331139,CEP,C1=c2c(c3c4oc(-c5ccco5)cc4c4c(c3c3[nH]ccc23)=C[SiH2]C=4)=C[SiH2]1
C1C=Cc2c1csc2C1=Cc2oc3c([nH]c4ccc5cocc5c34)c2C1,-4.55220557130148,-2.82831673235748,0.0,142.1134932724,,0.0,CEP,C1=Cc2c(csc2C2=Cc3oc4c([nH]c5ccc6cocc6c54)c3C2)C1
c1[nH]cc2c1c(cc1ncccc21)-c1cnc2cccnc2c1,-5.52317998123155,-3.01515278409943,0.92317998123155,39.914100957575,,2.39422600003499,CEP,c1cnc2cc(-c3cc4ncccc4c4c[nH]cc34)cnc2c1
[SiH2]1C=Cc2c1csc2-c1cc2c3c[nH]cc3c3c4ccccc4sc3c2c2c[nH]cc12,-4.83544769184129,-2.71361166093474,0.23544769184129,78.706567914,,1.20408688211695,CEP,C1=Cc2c(csc2-c2cc3c4c[nH]cc4c4c5ccccc5sc4c3c3c[nH]cc23)[SiH2]1
C1C(=Cc2sc3c(ncc4ccc5=C[SiH2]C=c5c34)c12)c1ccc[se]1,-5.29089486559924,-3.61006878339682,0.69089486559924,149.88754514825,,6.72868077540486,CEP,C1=C(c2ccc[se]2)Cc2c1sc1c2ncc2ccc3c(c21)=C[SiH2]C=3
C1cc2c(ccc(-c3ccc(nc3)-c3cccc4c[nH]cc34)c2c1)-c1cccs1,-4.98012297232936,-3.19226551551874,0.38012297232936,130.00286507325,,3.2109197610992,CEP,C1=c2c(-c3ccc(-c4cccc5c[nH]cc45)nc3)ccc(-c3cccs3)c2=CC1
c1c([nH]c2c1oc1c3ncccc3sc21)-c1ncncn1,-5.73467651463116,-3.22643016501261,1.13467651463116,39.914100957575,,2.94273280204244,CEP,c1cnc2c(c1)sc1c3[nH]c(-c4ncncn4)cc3oc21
[SiH2]1C=CC=C1c1cc2oc3c4cnccc4oc3c2c2nsnc12,-5.62569543275224,-3.8490129509223,1.02569543275224,131.88680455015,,8.78966211215916,CEP,C1=C[SiH2]C(c2cc3oc4c5cnccc5oc4c3c3nsnc23)=C1
[SiH2]1C=c2cccc(-c3cnc4c(c3)c3cscc3c3ccc5ccccc5c43)c2=C1,-5.42853556565603,-3.57722970342459,0.82853556565603,118.64148573615,,6.38704748742667,CEP,C1=c2cccc(-c3cnc4c(c3)c3cscc3c3ccc5ccccc5c34)c2=C[SiH2]1
[SiH2]1C(=Cc2cc3cc4[nH]ccc4cc3cc12)c1ncncn1,-5.44690585469644,-3.28491472758376,0.84690585469644,73.68231418275,,4.05462604275496,CEP,C1=C(c2ncncn2)[SiH2]c2cc3cc4cc[nH]c4cc3cc21
[SiH2]1cc2cccc(-c3ccc(cn3)-c3ccc(-c4ccccc4)c4c[SiH2]cc34)c2c1,-5.30591132801329,-3.63269291382214,0.70591132801329,151.2951936795,,6.93949225954208,CEP,C1=c2cccc(-c3ccc(-c4ccc(-c5ccccc5)c5c4=C[SiH2]C=5)cn3)c2=C[SiH2]1
c1csc(c1)-c1sc(-c2sc(-c3ccccc3)c3occc23)c2[nH]ccc12,-4.72220306300673,-3.14122389323179,0.12220306300673,170.35664102405,,1.35267534023474,CEP,c1ccc(-c2sc(-c3sc(-c4cccs4)c4cc[nH]c34)c3ccoc23)cc1
[SiH2]1C=c2c(cc3c4nsnc4c4c5occc5c5=C[SiH2]C=c5c4c3c2=C1)-c1nccs1,-5.3473195095319,-4.01635709388735,0.0,0.0,,0.0,CEP,C1=c2c(-c3nccs3)cc3c4nsnc4c4c5occc5c5c(c4c3c2=C[SiH2]1)=C[SiH2]C=5
C1cccc1-c1ccc(-c2ncc(s2)-c2ccccc2)c2c[nH]cc12,-4.89128989369127,-3.02849468236294,0.29128989369127,116.65070843205,,2.20782786608574,CEP,C1=CCC(c2ccc(-c3ncc(-c4ccccc4)s3)c3c[nH]cc23)=C1
C1ccc2c1c(sc2-c1sc(-c2scc3ccsc23)c2cc[nH]c12)-c1scc2ccsc12,-4.68657990633946,-2.99135344994319,0.0865799063394606,147.093978356,,0.827493171542304,CEP,C1=Cc2c(-c3sc(-c4scc5ccsc45)c4cc[nH]c34)sc(-c3scc4ccsc34)c2C1
C1C=Cc2c1c1cnc3C=C([SiH2]c3c1c1c[nH]cc21)c1scc2nccnc12,-5.0552031805501,-3.52441359773227,0.4552031805501,181.79659014335,,5.37704206242647,CEP,C1=Cc2c(c3cnc4c(c3c3c[nH]cc23)[SiH2]C(c2scc3nccnc23)=C4)C1
C1C=c2c3cc(ncc3c3c4c[nH]cc4c4ccncc4c3c2=C1)-c1scc2sccc12,-5.14371912660036,-3.22513945242451,0.54371912660036,107.65843282025,,3.80342692779647,CEP,C1=c2c(c3c4cnccc4c4c[nH]cc4c3c3cnc(-c4scc5sccc45)cc23)=CC1
[SiH2]1ccc2c1c(sc2-c1ccc(o1)-c1scc2[se]ccc12)-c1ccccn1,-5.09210926544286,-3.07918978645478,0.492109265442861,92.96376030565,,2.97253951846371,CEP,C1=Cc2c(-c3ccc(-c4scc5[se]ccc45)o3)sc(-c3ccccn3)c2[SiH2]1
C1c2cc[nH]c2-c2cnc3cc(-c4ncncn4)c4cocc4c3c12,-5.43819756419642,-3.30584178073968,0.83819756419642,77.29178477865,,4.2095157922254,CEP,c1ncnc(-c2cc3ncc4c(c3c3cocc23)Cc2cc[nH]c2-4)n1
c1cc2csc(-c3cc4ccc5c6ncccc6[se]c5c4cn3)c2s1,-5.42526809983219,-3.06042544910315,0.82526809983219,52.18728691774,,2.79841545387489,CEP,c1cnc2c(c1)[se]c1c3cnc(-c4scc5ccsc45)cc3ccc21
c1cc2csc(-c3cc4[nH]c5c6ncccc6sc5c4c4cocc34)c2[nH]1,-4.92620488671645,-2.81835397043921,0.32620488671645,80.5306342048,,1.70688395047516,CEP,c1cnc2c(c1)sc1c2[nH]c2cc(-c3scc4cc[nH]c34)c3cocc3c21
C1C=Cc2csc(c12)-c1cc2c3cscc3c3C=CCc3c2cn1,-5.28142502289881,-2.90394856423536,0.681425022898811,50.912995522285,,2.25423474940935,CEP,C1=Cc2csc(-c3cc4c(cn3)c3c(c5cscc54)C=CC3)c2C1
[SiH2]1C=c2c(cc3cc4cc5sccc5cc4cc3c2=C1)-c1scc2cc[nH]c12,-5.06269101885373,-3.29211743496516,0.46269101885373,133.3047589614,,4.00764400265141,CEP,C1=c2c(-c3scc4cc[nH]c34)cc3cc4cc5sccc5cc4cc3c2=C[SiH2]1
c1cc2c(sc(-c3scc4nccnc34)c2o1)-c1ccc(-c2ncncn2)c2cocc12,-5.28172816931191,-3.81923242221354,0.68172816931191,197.47477990435,,8.74732556737106,CEP,c1ncnc(-c2ccc(-c3sc(-c4scc5nccnc45)c4occc34)c3cocc23)n1
[SiH2]1C=c2ccc3cnc4c5[SiH2]C(=Cc5c5cocc5c4c3c2=C1)c1scc2ccsc12,-5.16832033627112,-3.64268824370858,0.56832033627112,183.12067385625,,6.76212177327129,CEP,C1=C(c2scc3ccsc23)[SiH2]c2c1c1cocc1c1c2ncc2ccc3c(c21)=C[SiH2]C=3
C1ccc2csc(c12)-c1ccc(-c2ncc(-c3ccccn3)c3nsnc23)c2cscc12,-5.3614745403949,-3.86345786098682,0.7614745403949,188.90515452055,,9.34655591857808,CEP,C1=Cc2csc(-c3ccc(-c4ncc(-c5ccccn5)c5nsnc45)c4cscc34)c2C1
c1scc2c1ccc1[nH]c3c4ncc(cc4oc3c21)-c1ncncn1,-5.45729366281259,-3.24657602919316,0.85729366281259,67.87857645205,,3.7810702983837,CEP,c1ncnc(-c2cnc3c(c2)oc2c3[nH]c3ccc4cscc4c32)n1
c1csc(c1)-c1ccc2c(c1)c1cscc1c1cc3cc[nH]c3cc21,-5.33615217561417,-2.54558842669856,0.73615217561417,20.870118690525,,0.998262901453387,CEP,c1csc(-c2ccc3c(c2)c2cscc2c2cc4cc[nH]c4cc32)c1
c1cc2c([se]1)c1c3cscc3c3cc(ccc3c1c1ccccc21)-c1ncncn1,-5.59447233587253,-3.32637294044913,0.99447233587253,61.666230969655,,3.98467150850586,CEP,c1ccc2c(c1)c1cc[se]c1c1c3cscc3c3cc(-c4ncncn4)ccc3c21
C1C=CC=C1c1cc2cnc3c4c5c[nH]cc5ccc4c4=C[SiH2]C=c4c3c2cn1,-5.00348575610625,-3.45169238103168,0.40348575610625,176.80538800145,,4.63528152507677,CEP,C1=CCC(c2cc3cnc4c(c5c(c6ccc7c[nH]cc7c64)=C[SiH2]C=5)c3cn2)=C1
C1C=c2c3cccnc3c3c4c[nH]cc4c4cc(ncc4c3c2=C1)C1=CC=C[SiH2]1,-5.07592722577898,-3.13348352383711,0.47592722577898,103.77733495415,,3.20919033875095,CEP,C1=C[SiH2]C(c2cc3c4c[nH]cc4c4c5ncccc5c5c(c4c3cn2)=CCC=5)=C1
C1C=c2c(cc3[nH]c4c5occc5c5=C[SiH2]C=c5c4c3c2=C1)-c1scc2ccsc12,-4.72134723168926,-3.0354293620852,0.121347231689261,148.952384737,,1.17443705855029,CEP,C1=c2c(-c3scc4ccsc34)cc3[nH]c4c5occc5c5c(c4c3c2=CC1)=C[SiH2]C=5
c1cc2[nH]c3c([nH]c4cc(-c5cccc6c[nH]cc56)c5nsnc5c34)c2o1,-4.78698173442015,-2.99232367282808,0.186981734420151,128.63428994195,,1.56281780442717,CEP,c1cc(-c2cc3[nH]c4c([nH]c5ccoc54)c3c3nsnc23)c2c[nH]cc2c1
[SiH2]1cc2c(ccc(-c3ccccn3)c2c1)-c1sc(-c2[SiH2]ccc2)c2ccoc12,-5.04568906262629,-3.6718398310801,0.44568906262629,220.25461845595,,6.37836566175831,CEP,C1=C[SiH2]C(c2sc(-c3ccc(-c4ccccn4)c4c3=C[SiH2]C=4)c3occc23)=C1
C1C=c2ccc3c4cocc4c4c5CC(=Cc5cnc4c3c2=C1)C1=CC=C[SiH2]1,-4.98126955087013,-3.36714496659812,0.38126955087013,162.74436058205,,4.03172112238401,CEP,C1=C[SiH2]C(C2=Cc3cnc4c(c3C2)c2cocc2c2ccc3c(c24)=CCC=3)=C1
[SiH2]1C=c2ccc3c4nsnc4c4c5oc(cc5c5cocc5c4c3c2=C1)-c1ccc[se]1,-5.20854812213662,-3.82680767906731,0.60854812213662,218.7146526994,,8.64818992719196,CEP,C1=c2ccc3c4nsnc4c4c5oc(-c6ccc[se]6)cc5c5cocc5c4c3c2=C[SiH2]1
[SiH2]1C=c2ccc3ccc(cc3c2=C1)-c1ccc2ccsc2c1,-5.50131921965869,-3.33409278577968,0.90131921965869,73.2265548911,,4.28844305002501,CEP,C1=c2ccc3ccc(-c4ccc5ccsc5c4)cc3c2=C[SiH2]1
c1cc2c(scc2o1)-c1cc2ccc3c4cnccc4oc3c2c2ccccc12,-5.55675134865776,-2.98705667855602,0.95675134865776,35.230183065415,,2.19011235813974,CEP,c1ccc2c(c1)c(-c1scc3occc13)cc1ccc3c4cnccc4oc3c12
c1ncc(s1)-c1ccc(-c2ncc(-c3cccc4ccccc34)c3nsnc23)c2c[nH]cc12,-5.21380735221928,-3.80651907086476,0.61380735221928,212.1701393617,,8.46191698833944,CEP,c1ccc2c(-c3cnc(-c4ccc(-c5cncs5)c5c[nH]cc45)c4nsnc34)cccc2c1
c1cc2c3c[nH]cc3c3c4ccc(cc4[se]c3c2o1)-c1nccc2nsnc12,-5.1363951933869,-3.75303516465281,0.5363951933869,218.3891706399,,7.61146735946194,CEP,c1cc2nsnc2c(-c2ccc3c(c2)[se]c2c4occc4c4c[nH]cc4c32)n1
[SiH2]1C(=Cc2cnc3c4[nH]ccc4ncc3c12)c1scc2cc[se]c12,-5.35026192435081,-3.29014395365385,0.75026192435081,86.3939896235,,4.21161679974708,CEP,C1=C(c2scc3cc[se]c23)[SiH2]c2c1cnc1c2cnc2cc[nH]c21
[SiH2]1C(=Cc2cnc3c(cnc4ccccc34)c12)c1scc2[se]ccc12,-5.49052657331412,-3.48243759436299,0.89052657331412,93.8893747779,,5.43270024684532,CEP,C1=C(c2scc3[se]ccc23)[SiH2]c2c1cnc1c2cnc2ccccc21
C1C=Cc2c1c1ccc3cc(sc3c1c1c[nH]cc21)-c1scc2occc12,-4.86839762700554,-2.78626329166347,0.26839762700554,83.63414958925,,1.45852786213867,CEP,C1=Cc2c(c3ccc4cc(-c5scc6occc56)sc4c3c3c[nH]cc23)C1
[SiH2]1C=c2c(cc3sc4ccc5ccccc5c4c3c2=C1)-c1ccc[se]1,-5.23672166105154,-3.52352082770366,0.63672166105154,143.8137401623,,5.94980070191077,CEP,C1=c2c(-c3ccc[se]3)cc3sc4ccc5ccccc5c4c3c2=C[SiH2]1
c1csc(c1)-c1sc(-c2ccc(nc2)-c2scc3cc[se]c23)c2[se]ccc12,-5.14787765794203,-3.1729729103126,0.54787765794203,98.57354638625,,3.50910517301592,CEP,c1csc(-c2sc(-c3ccc(-c4scc5cc[se]c45)nc3)c3[se]ccc23)c1
C1C(=Cc2c1ccc1c[nH]cc21)C1=Cc2ccccc2[SiH2]1,-4.75442972135859,-2.84473183185146,0.15442972135859,109.06290475405,,1.09436037869226,CEP,C1=C(C2=Cc3ccccc3[SiH2]2)Cc2ccc3c[nH]cc3c21
[SiH2]1ccc2c1c(sc2-c1ccc(-c2ccco2)c2cscc12)-c1ncncn1,-5.38702336433731,-3.40677582276061,0.78702336433731,98.11220458845,,5.01721916672385,CEP,C1=Cc2c(-c3ccc(-c4ccco4)c4cscc34)sc(-c3ncncn3)c2[SiH2]1
c1cc2c3cocc3c3c([nH]c4cc(-c5cccc6cscc56)c5cocc5c34)c2[nH]1,-4.73459959165084,-2.73701293363736,0.13459959165084,95.32506672,,0.833687467645547,CEP,c1cc(-c2cc3[nH]c4c5[nH]ccc5c5cocc5c4c3c3cocc23)c2cscc2c1
C1C=c2cccc(-c3cc4c5cscc5c5c6[nH]ccc6c6c[nH]cc6c5c4[se]3)c2=C1,-4.6944426254525,-3.12220100966677,0.0944426254525002,172.2449838928,,1.05698067671567,CEP,C1=c2cccc(-c3cc4c5cscc5c5c6[nH]ccc6c6c[nH]cc6c5c4[se]3)c2=CC1
c1cc(oc1-c1cccc2nsnc12)-c1cnc(-c2scc3nccnc23)c2nsnc12,-5.42619268813927,-4.06793564080145,0.0,0.0,,0.0,CEP,c1cc(-c2ccc(-c3cnc(-c4scc5nccnc45)c4nsnc34)o2)c2nsnc2c1
C1C=c2ccc3ncc4c(sc5cc(-c6scc7C=C[SiH2]c67)c6cscc6c45)c3c2=C1,-5.33732644841639,-3.31665559657436,0.73732644841639,92.03067329105,,4.40904797820732,CEP,C1=Cc2csc(-c3cc4sc5c(cnc6ccc7c(c65)=CCC=7)c4c4cscc34)c2[SiH2]1
c1occ2c1ccc1c3cscc3c3c(ccc4cc(-c5ccccn5)c5nsnc5c34)c21,-5.35294933093741,-3.41659137488111,0.75294933093741,104.74488494535,,5.12449399527384,CEP,c1ccc(-c2cc3ccc4c5c6cocc6ccc5c5cscc5c4c3c3nsnc23)nc1
c1cc([nH]c1-c1ccc([nH]1)-c1ccccn1)-c1cncs1,-5.07068076011677,-2.59603507788909,0.47068076011677,42.757002440945,,1.30763371487927,CEP,c1ccc(-c2ccc(-c3ccc(-c4cncs4)[nH]3)[nH]2)nc1
[SiH2]1C(=Cc2cc3[se]c4cc[se]c4c3cc12)c1ccccc1,-5.5189734636821,-2.995880387133,0.9189734636821,38.695335477565,,2.31054270516693,CEP,C1=C(c2ccccc2)[SiH2]c2cc3c(cc21)[se]c1cc[se]c13
[SiH2]1C=c2c3cc(-c4cccc5cocc45)c4nsnc4c3c3cnc4ccoc4c3c2=C1,-5.45271854925682,-3.92074347420522,0.852718549256821,181.79659014335,,10.0726526146505,CEP,C1=c2c(c3c(cnc4ccoc43)c3c2cc(-c2cccc4cocc24)c2nsnc23)=C[SiH2]1
C1ccc2c1c(sc2-c1[SiH2]ccc1)-c1sc(c2[SiH2]ccc12)-c1nccc2nsnc12,-5.25508695120465,-3.98648457918821,0.65508695120465,239.1805261729,,10.1806891799274,CEP,C1=C[SiH2]C(c2sc(-c3sc(-c4nccc5nsnc45)c4c3C=C[SiH2]4)c3c2C=CC3)=C1
C1C=Cc2ccc3c(sc4cc(sc34)-c3ccc[se]3)c12,-5.32558315652973,-2.80901277984388,0.72558315652973,39.09261268211,,1.84303805262724,CEP,C1=Cc2ccc3c(sc4cc(-c5ccc[se]5)sc43)c2C1
c1cc2c(scc2[se]1)-c1cc2[se]c3c(cnc4ccncc34)c2c2nsnc12,-5.60817176340816,-3.87519231144563,1.00817176340816,140.5371358664,,9.20614987516996,CEP,c1cc2ncc3c([se]c4cc(-c5scc6[se]ccc56)c5nsnc5c43)c2cn1
c1csc(c1)-c1sc(-c2ccc(-c3cccc4c[nH]cc34)c3c[nH]cc23)c2ccoc12,-4.75698222336975,-2.76870551066973,0.15698222336975,96.72489119215,,0.986600062036801,CEP,c1csc(-c2sc(-c3ccc(-c4cccc5c[nH]cc45)c4c[nH]cc34)c3ccoc23)c1
[SiH2]1C=CC=C1c1cc2[nH]c3c(ccc4ccoc34)c2c2ccccc12,-5.25726779248352,-2.9051379958075,0.65726779248352,53.41074688547,,2.28099017880519,CEP,C1=C[SiH2]C(c2cc3[nH]c4c(ccc5ccoc54)c3c3ccccc23)=C1
C1C=c2c3c4sccc4[nH]c3c3ccc(cc3c2=C1)-c1cccc2=C[SiH2]C=c12,-4.99570326529452,-3.44707686573976,0.395703265294521,177.711266018,,4.56916674868582,CEP,C1=c2cccc(-c3ccc4c(c3)c3c(c5c4[nH]c4ccsc45)=CCC=3)c2=C[SiH2]1
C1C=Cc2csc(c12)-c1cc2cc3oc4C=CCc4c3cc2c2c[nH]cc12,-4.92295074729685,-2.50420823899584,0.322950747296851,47.31440395409,,0.992846433406401,CEP,C1=Cc2csc(-c3cc4cc5oc6c(c5cc4c4c[nH]cc34)CC=C6)c2C1
C1ccc2c1c(sc2-c1cccc2c[SiH2]cc12)-c1ccc(-c2ccco2)c2cscc12,-5.1023578425179,-3.49635626207592,0.5023578425179,164.6278472813,,5.37364409049568,CEP,C1=Cc2c(-c3cccc4c3=C[SiH2]C=4)sc(-c3ccc(-c4ccco4)c4cscc34)c2C1
C1cccc1-c1ccc(-c2scc3cc[nH]c23)c2nsnc12,-4.91062305622607,-3.58144318095599,0.31062305622607,229.69238464965,,4.63588546649231,CEP,C1=CCC(c2ccc(-c3scc4cc[nH]c34)c3nsnc23)=C1
[SiH2]1C=Cc2cnc3c(sc4cc([nH]c34)-c3scc4ccsc34)c12,-5.19008990461376,-2.97723685669521,0.59008990461376,67.87857645205,,2.60257541667948,CEP,C1=Cc2cnc3c(sc4cc(-c5scc6ccsc56)[nH]c43)c2[SiH2]1
[SiH2]1cccc1-c1[SiH2]c(cc1)-c1ccc(-c2cccc3ccccc23)c2ccccc12,-5.32220326736655,-3.41008205263476,0.72220326736655,108.60129547865,,5.09620474159654,CEP,C1=C[SiH2]C(C2=CC=C(c3ccc(-c4cccc5ccccc45)c4ccccc34)[SiH2]2)=C1
[SiH2]1cccc1-c1sc(-c2sc(-c3nccs3)c3sccc23)c2[se]ccc12,-5.0182894825204,-3.57882328281195,0.4182894825204,203.5128617184,,5.53122364608496,CEP,C1=C[SiH2]C(c2sc(-c3sc(-c4nccs4)c4sccc34)c3[se]ccc23)=C1
C1C=c2ccc3oc4c5[SiH2]C(=Cc5[se]c4c3c2=C1)c1scc2CC=Cc12,-4.83604658368919,-3.26033572954452,0.23604658368919,171.30892775685,,2.62742379564547,CEP,C1=Cc2c(csc2C2=Cc3[se]c4c(oc5ccc6c(c54)=CCC=6)c3[SiH2]2)C1
C1C=c2c(cc3c4cscc4c4c(ccc5ccc6nsnc6c45)c3c2=C1)-c1ccc[se]1,-5.10657247433128,-3.45242205761077,0.50657247433128,155.6533646876,,5.12333216410255,CEP,C1=c2c(-c3ccc[se]3)cc3c4cscc4c4c(ccc5ccc6nsnc6c54)c3c2=CC1
c1scc2c1c1cc([se]c1c1cc3cnccc3cc21)-c1ncncn1,-5.85438773585275,-3.57770604233466,1.25438773585275,60.785922720965,,4.9543561785753,CEP,c1cc2cc3c4cscc4c4cc(-c5ncncn5)[se]c4c3cc2cn1
c1cc2c(sc(-c3cccc4nsnc34)c2[nH]1)-c1sc(-c2ccccn2)c2sccc12,-4.84633180689835,-3.70333255498255,0.24633180689835,278.159141026,,4.45211364720319,CEP,c1ccc(-c2sc(-c3sc(-c4cccc5nsnc45)c4[nH]ccc34)c3ccsc23)nc1
[SiH2]1ccc2csc(c12)-c1ccc(nc1)-c1sc(-c2ccco2)c2cc[SiH2]c12,-5.39516751882523,-3.13327401964331,0.79516751882523,62.544031603365,,3.23144610428164,CEP,C1=Cc2csc(-c3ccc(-c4sc(-c5ccco5)c5c4[SiH2]C=C5)nc3)c2[SiH2]1
