SMILES,HOMO,LUMO,Voc,Jsc,fill_factor,PCE,source_db,canonical_SMILES
C1ccc2csc(c12)-c1sc(-c2sc(-c3ccccn3)c3nccnc23)c2ccCc12,-5.08896902521749,-3.63805649340325,0.48896902521749,200.41750215045,,6.36750664129333,CEP,C1=Cc2csc(-c3sc(-c4sc(-c5ccccn5)c5nccnc45)c4c3CC=C4)c2C1
c1cc2csc(-c3cnc(s3)-c3ccc(-c4cccnc4)c4c[nH]cc34)c2s1,-5.07206237802993,-3.09286150829077,0.47206237802993,98.11220458845,,3.00936480193988,CEP,c1cncc(-c2ccc(-c3ncc(-c4scc5ccsc45)s3)c3c[nH]cc23)c1
c1c[se]c(c1)-c1cc2c3cscc3c3c4sccc4ncc3c2c2cocc12,-5.34188408576307,-3.2362976065365,0.74188408576307,80.5306342048,,3.88194687041167,CEP,c1c[se]c(-c2cc3c4cscc4c4c(cnc5ccsc54)c3c3cocc23)c1
C1C=Cc2csc(c12)-c1cnc2c3Cc4ccoc4-c3[nH]c2c1,-5.07419191636184,-2.53671149658144,0.47419191636184,37.49925819549,,1.1553916795198,CEP,C1=Cc2csc(-c3cnc4c5c([nH]c4c3)-c3occc3C5)c2C1
c1coc(c1)-c1sc(-c2ccc(cn2)-c2cccnc2)c2cc[se]c12,-5.24282702630651,-3.15825315340215,0.64282702630651,83.1806309854,,3.47431147517166,CEP,c1cncc(-c2ccc(-c3sc(-c4ccco4)c4[se]ccc34)nc2)c1
c1c([se]c2c1sc1cc3ccccc3cc21)-c1ccccn1,-5.43061397324461,-3.07676923196494,0.830613973244611,53.012852941295,,2.8610985848223,CEP,c1ccc(-c2cc3sc4cc5ccccc5cc4c3[se]2)nc1
C1C=c2c(cc3c4nsnc4c4c5ncccc5[se]c4c3c2=C1)-c1ccc[nH]1,-5.21533977257386,-3.66098538893542,0.61533977257386,176.3443626997,,7.05064714085566,CEP,C1=c2c(-c3ccc[nH]3)cc3c4nsnc4c4c5ncccc5[se]c4c3c2=CC1
C1ccc2c1c(sc2-c1cncs1)-c1ccc(nc1)-c1ccco1,-5.42277753106812,-3.12138140956283,0.82277753106812,58.19919625377,,3.11137116819485,CEP,C1=Cc2c(-c3cncs3)sc(-c3ccc(-c4ccco4)nc3)c2C1
C1ccc2c1c(sc2-c1cccc2nsnc12)-c1cnc(s1)-c1scc2[SiH2]ccc12,-5.40420271737462,-3.6776614731035,0.80420271737462,141.7535030977,,7.40716039999509,CEP,C1=Cc2c(-c3cccc4nsnc34)sc(-c3cnc(-c4scc5c4C=C[SiH2]5)s3)c2C1
c1cc2c(scc2[nH]1)-c1cc2c3cscc3c3c4sccc4c4c[nH]cc4c3c2[nH]1,-4.5725092983383,-2.59703571008692,0.0,98.57354638625,,0.0,CEP,c1cc2c(-c3cc4c5cscc5c5c6sccc6c6c[nH]cc6c5c4[nH]3)scc2[nH]1
C1C(=Cc2ccc3c4occc4ncc3c12)c1scc2sccc12,-5.19662276783538,-3.07398228590641,0.59662276783538,78.706567914,,3.05114755088418,CEP,C1=C(c2scc3sccc23)Cc2c1ccc1c2cnc2ccoc21
c1[nH]cc2c1ccc1c3cocc3c3c4[se]c(cc4ccc3c21)-c1ccccc1,-5.03258900187998,-2.78117378424195,0.432589001879981,63.433566437995,,1.78298223512482,CEP,c1ccc(-c2cc3ccc4c5c6c[nH]cc6ccc5c5cocc5c4c3[se]2)cc1
C1C=Cc2c1csc2-c1cc2cnc3ccsc3c2[se]1,-5.5358876119275,-2.89664329991466,0.9358876119275,30.07189398967,,1.8286765392434,CEP,C1=Cc2c(csc2-c2cc3cnc4ccsc4c3[se]2)C1
C1C=c2ccc3sc4c5[SiH2]C(=Cc5c5cscc5c4c3c2=C1)c1ncncn1,-5.19139733206851,-3.68860857386139,0.59139733206851,188.09161694375,,7.22771823490192,CEP,C1=C(c2ncncn2)[SiH2]c2c1c1cscc1c1c2sc2ccc3c(c21)=CCC=3
c1cc2c([nH]1)c1ccc3cc([nH]c3c1c1ccccc21)-c1scc2ccsc12,-4.97993917019878,-2.63029101961032,0.37993917019878,53.41074688547,,1.3185455390902,CEP,c1ccc2c(c1)c1cc[nH]c1c1ccc3cc(-c4scc5ccsc45)[nH]c3c21
c1sc(-c2cc3sc4c(c5nsnc5c5ccncc45)c3[nH]2)c2nccnc12,-5.37903648627813,-3.74669259173618,0.77903648627813,160.3178369572,,8.11506599099459,CEP,c1cc2c(cn1)c1sc3cc(-c4scc5nccnc45)[nH]c3c1c1nsnc21
C1C=c2c3c4sccc4sc3c3ccc(cc3c2=C1)-c1ccccc1,-5.2400607142967,-2.91856617324435,0.6400607142967,56.443355740265,,2.3473962730035,CEP,C1=c2c(c3c4sccc4sc3c3ccc(-c4ccccc4)cc23)=CC1
c1csc(c1)-c1cc2c3c[nH]cc3c3c4cnccc4[nH]c3c2[se]1,-4.98516210091396,-2.8180470480205,0.38516210091396,73.2265548911,,1.83258683357821,CEP,c1csc(-c2cc3c4c[nH]cc4c4c5cnccc5[nH]c4c3[se]2)c1
[SiH2]1C=CC=C1c1cc2oc3c(ccc4ccc5cocc5c34)c2c2cocc12,-5.19001832283219,-3.34415667866782,0.59001832283219,119.63535987975,,4.58645853879493,CEP,C1=C[SiH2]C(c2cc3oc4c(ccc5ccc6cocc6c54)c3c3cocc23)=C1
[SiH2]1cc2ccc3[nH]c4c(c5c[SiH2]cc5c5ccc6c[SiH2]cc6c45)c3c2c1,-4.92511546667676,-3.84654303633759,0.32511546667676,289.88668383025,,6.12376208576882,CEP,C1=c2ccc3c4c(c5c([nH]c6ccc7c(c65)=C[SiH2]C=7)c3c2=C[SiH2]1)=C[SiH2]C=4
C1C(=Cc2cnc3c([nH]c4ccc5c[nH]cc5c34)c12)c1cccc2c[nH]cc12,-4.68321231426186,-2.6071450047937,0.0832123142618604,84.5563200391,,0.45717880406459,CEP,C1=C(c2cccc3c[nH]cc23)Cc2c1cnc1c2[nH]c2ccc3c[nH]cc3c21
c1cc2c(scc2s1)-c1cc2[se]c3c(cnc4ccc5ccccc5c34)c2s1,-5.39027881327748,-3.16828036728191,0.790278813277481,66.56812080295,,3.41821242869124,CEP,c1ccc2c(c1)ccc1ncc3c4sc(-c5scc6sccc56)cc4[se]c3c12
[SiH2]1C(=Cc2c1c1sc3ccsc3c1c1nsnc21)c1scc2sccc12,-5.2188504317942,-3.75296952435264,0.6188504317942,196.58796232075,,7.90487546278254,CEP,C1=C(c2scc3sccc23)[SiH2]c2c1c1nsnc1c1c2sc2ccsc21
C1C(=Cc2c1c1[nH]c3cc[nH]c3c1c1cscc21)c1cccc2cocc12,-4.58022984249998,-2.87549228563885,0.0,145.4321417029,,0.0,CEP,C1=C(c2cccc3cocc23)Cc2c1c1cscc1c1c2[nH]c2cc[nH]c21
[SiH2]1C=c2ccc3c(c4[se]c5cc(-c6ccc[nH]6)c6cscc6c5c4c4=C[SiH2]C=c34)c2=C1,-4.97806970672009,-3.88727479227163,0.37806970672009,288.29388068845,,7.08206188418568,CEP,C1=c2ccc3c4c(c5c([se]c6cc(-c7ccc[nH]7)c7cscc7c65)c3c2=C[SiH2]1)=C[SiH2]C=4
C1C=c2cccc(-c3ccc4c5oc6cccnc6c5c5ccccc5c4c3)c2=C1,-5.21297558422503,-3.10558574996907,0.61297558422503,80.5306342048,,3.20742646524576,CEP,C1=c2cccc(-c3ccc4c(c3)c3ccccc3c3c5ncccc5oc43)c2=CC1
[SiH2]1C=CC=C1c1cc2[nH]c3c(c4cscc4c4ccc5nsnc5c34)c2c2cocc12,-5.04644617459378,-3.65750606268598,0.44644617459378,216.88931586075,,6.29157934053244,CEP,C1=C[SiH2]C(c2cc3[nH]c4c5c(ccc6nsnc65)c5cscc5c4c3c3cocc23)=C1
c1cc2cc3[nH]c4cc(sc4c3cc2s1)-c1cncs1,-5.28573249677288,-2.90529432764805,0.68573249677288,50.48872628462,,2.24958060213193,CEP,c1ncc(-c2cc3[nH]c4cc5ccsc5cc4c3s2)s1
[SiH2]1C=Cc2c1c1[nH]c3cc(-c4ccc[nH]4)c4c[nH]cc4c3c1c1nsnc21,-4.7897072940361,-3.30957075323733,0.1897072940361,193.0383941174,,2.37946947693534,CEP,C1=Cc2c(c3[nH]c4cc(-c5ccc[nH]5)c5c[nH]cc5c4c3c3nsnc23)[SiH2]1
[SiH2]1C=Cc2c1csc2-c1cc2c3cocc3c3c4cnccc4c4ccccc4c3c2[se]1,-5.39078001757823,-3.27826156777934,0.79078001757823,79.63606555515,,4.09183294509896,CEP,C1=Cc2c(csc2-c2cc3c4cocc4c4c5cnccc5c5ccccc5c4c3[se]2)[SiH2]1
c1cc2csc(-c3cc4sc5c(c6c[nH]cc6c6ccc7nsnc7c56)c4[se]3)c2s1,-5.0546616862053,-3.36607859955576,0.4546616862053,148.4851049851,,4.38655583222595,CEP,c1cc2csc(-c3cc4sc5c6c(ccc7nsnc76)c6c[nH]cc6c5c4[se]3)c2s1
c1cc2[nH]c3c([nH]c4cc(-c5cccc6c[nH]cc56)c5cocc5c34)c2s1,-4.63059666511469,-2.36029724387113,0.0305966651146903,61.666230969655,,0.122595325520879,CEP,c1cc(-c2cc3[nH]c4c([nH]c5ccsc54)c3c3cocc23)c2c[nH]cc2c1
C1C=c2c3cc(-c4scc5occc45)c4ccccc4c3c3ncc4C=CCc4c3c2=C1,-5.21634635269388,-3.103614843587,0.61634635269388,79.63606555515,,3.18923879648351,CEP,C1=Cc2cnc3c(c2C1)c1c(c2cc(-c4scc5occc45)c4ccccc4c23)=CCC=1
c1csc(c1)-c1cc2c3cocc3c3c(ccc4ccc5c[nH]cc5c34)c2c2cscc12,-5.02648934049855,-2.97334206288111,0.42648934049855,87.3204042217,,2.41978249869635,CEP,c1csc(-c2cc3c4cocc4c4c(ccc5ccc6c[nH]cc6c54)c3c3cscc23)c1
[SiH2]1C=c2cccc(-c3cc4oc5c(cnc6ccc7nsnc7c56)c4[se]3)c2=C1,-5.54506015221429,-3.8179650356279,0.945060152214291,141.38572954675,,8.6819532262929,CEP,C1=c2cccc(-c3cc4oc5c(cnc6ccc7nsnc7c65)c4[se]3)c2=C[SiH2]1
[SiH2]1C=CC=C1c1cc2c3cocc3c3c4[nH]ccc4cnc3c2c2cocc12,-5.04535994948905,-3.18313566124243,0.445359949489051,116.65070843205,,3.37559980011738,CEP,C1=C[SiH2]C(c2cc3c4cocc4c4c(ncc5cc[nH]c54)c3c3cocc23)=C1
C1C=Cc2[se]c3cc4cc([nH]c4cc3c12)C1=CC=C[SiH2]1,-4.97036354822092,-3.0726438371204,0.37036354822092,110.99428201745,,2.67104530999219,CEP,C1=C[SiH2]C(c2cc3cc4[se]c5c(c4cc3[nH]2)CC=C5)=C1
C1C(=Cc2cnc3c([nH]c4ccc5=C[SiH2]C=c5c34)c12)c1scc2nccnc12,-5.04662432976452,-3.63302893676038,0.44662432976452,210.45064770405,,6.1072409832687,CEP,C1=C(c2scc3nccnc23)Cc2c1cnc1c2[nH]c2ccc3c(c21)=C[SiH2]C=3
c1cc2c(scc2[nH]1)-c1cc2[nH]c3c(c4nsnc4c4ccc5cscc5c34)c2o1,-4.78716447821293,-3.26062684251373,0.187164478212931,183.12067385625,,2.22696411254734,CEP,c1cc2c(-c3cc4[nH]c5c6c7cscc7ccc6c6nsnc6c5c4o3)scc2[nH]1
C1C=CC=C1c1cc2[nH]c3c(c2c2c[nH]cc12)c1=C[SiH2]C=c1c1ccc2c[nH]cc2c31,-4.44831861214639,-2.9703916185138,0.0,193.47805471085,,0.0,CEP,C1=CCC(c2cc3[nH]c4c(c5c(c6ccc7c[nH]cc7c64)=C[SiH2]C=5)c3c3c[nH]cc23)=C1
C1C=c2c3cc(sc3c3c4cocc4c4ccc5cocc5c4c3c2=C1)-c1ccc[nH]1,-4.82940012866208,-3.150636833225,0.22940012866208,150.35550809045,,2.24112155437793,CEP,C1=c2c(c3c4c5cocc5ccc4c4cocc4c3c3sc(-c4ccc[nH]4)cc23)=CC1
c1coc(c1)-c1cc2c3cscc3c3c4sccc4c4nsnc4c3c2c2cscc12,-5.17353180970991,-3.49689771551145,0.57353180970991,150.8226788224,,5.62052097806318,CEP,c1coc(-c2cc3c4cscc4c4c5sccc5c5nsnc5c4c3c3cscc23)c1
C1C(=Cc2cc3oc4cc[se]c4c3cc12)c1cccc2ccccc12,-5.34557424013896,-2.72245599724416,0.74557424013896,31.227414871575,,1.51279242249696,CEP,C1=C(c2cccc3ccccc23)Cc2cc3c(cc21)oc1cc[se]c13
C1C=CC=C1c1cc2cnc3c4cnccc4c4c[nH]cc4c3c2c2c[nH]cc12,-5.08677385943149,-2.7814486667361,0.486773859431491,57.760344037825,,1.82687752098102,CEP,C1=CCC(c2cc3cnc4c5cnccc5c5c[nH]cc5c4c3c3c[nH]cc23)=C1
C1C=Cc2ncc3c(sc4cc(-c5ccc[se]5)c5cocc5c34)c12,-5.34056988734433,-3.1228123517883,0.74056988734433,67.4328715528,,3.24481630655786,CEP,C1=Cc2ncc3c(sc4cc(-c5ccc[se]5)c5cocc5c43)c2C1
c1ncc(s1)-c1cc2c3cocc3c3c4ccccc4ccc3c2c2cocc12,-5.35366374654236,-3.24419409029209,0.753663746542361,80.1013763173,,3.92256379948127,CEP,c1ccc2c(c1)ccc1c2c2cocc2c2cc(-c3cncs3)c3cocc3c21
[SiH2]1ccc2c1csc2-c1ccc(s1)-c1scc2nccnc12,-5.33446803335631,-3.6436685660315,0.73446803335631,148.01272381415,,7.06357176892657,CEP,C1=Cc2c(csc2-c2ccc(-c3scc4nccnc34)s2)[SiH2]1
c1cc2csc(-c3cc4[nH]c5c(c6c[nH]cc6c6ccc7ccccc7c56)c4[se]3)c2[se]1,-4.78253299701472,-2.75135707435411,0.182532997014721,90.62277586765,,1.07480866318181,CEP,c1ccc2c(c1)ccc1c3c[nH]cc3c3c([nH]c4cc(-c5scc6cc[se]c56)[se]c43)c21
C1C=c2c(cc3ccc4c5CC=Cc5[se]c4c3c2=C1)-c1cccc2=C[SiH2]C=c12,-5.07982111646629,-3.41432819976424,0.47982111646629,153.21884263985,,4.77687577343055,CEP,C1=Cc2[se]c3c(ccc4cc(-c5cccc6c5=C[SiH2]C=6)c5c(c43)=CCC=5)c2C1
c1scc2c1ccc1[nH]c3c(ccc4cc(-c5cncc6nsnc56)c5ccccc5c34)c21,-5.30392555260172,-3.774073266565,0.703925552601721,182.2447029169,,8.33554609203049,CEP,c1ccc2c(c1)c(-c1cncc3nsnc13)cc1ccc3c([nH]c4ccc5cscc5c43)c12
C1cccc1-c1ccc(cn1)-c1sc(-c2ccc[nH]2)c2ccCc12,-5.00065183049003,-2.86328719141337,0.40065183049003,76.82826148205,,2.00004860459419,CEP,C1=CCC(c2ccc(-c3sc(-c4ccc[nH]4)c4c3CC=C4)cn2)=C1
C1C=c2c-3c(Cc4cc([nH]c-34)-c3cncc4nsnc34)c3sccc3c2=C1,-4.8375116286927,-3.76330328313275,0.2375116286927,290.5205871594,,4.48346933574204,CEP,C1=c2c3c(c4sccc4c2=CC1)Cc1cc(-c2cncc4nsnc24)[nH]c1-3
c1ncnc(n1)-c1ccc2c(c1)[nH]c1c2oc2ccc3nsnc3c12,-5.752500929059,-3.59810657182664,1.152500929059,74.5765070167,,5.58464710492099,CEP,c1ncnc(-c2ccc3c(c2)[nH]c2c3oc3ccc4nsnc4c32)n1
[SiH2]1cccc1-c1sc(-c2ccc(-c3ncncn3)c3ccccc23)c2cc[nH]c12,-5.09393791683386,-3.46584681277282,0.49393791683386,160.56961669125,,5.1533323170663,CEP,C1=C[SiH2]C(c2sc(-c3ccc(-c4ncncn4)c4ccccc34)c3cc[nH]c23)=C1
C1c2cc[nH]c2-c2ncc3cc(cnc3c12)-c1scc2C=C[SiH2]c12,-5.3365418863645,-3.06570042310591,0.736541886364501,61.225277938305,,2.93008775753363,CEP,C1=Cc2csc(-c3cnc4c5c(ncc4c3)-c3[nH]ccc3C5)c2[SiH2]1
C1c(ccc1-c1cncc2nsnc12)-c1sc(-c2cccc3ccccc23)c2[se]ccc12,-5.09344312505821,-3.82856656583512,0.49344312505821,240.1598584138,,7.69998597551003,CEP,C1=C(c2sc(-c3cccc4ccccc34)c3[se]ccc23)CC(c2cncc3nsnc23)=C1
[SiH2]1C=c2c3c4sccc4[se]c3c3c4cscc4c(cc3c2=C1)-c1scc2ccsc12,-5.0888238515763,-3.62469285919822,0.4888238515763,197.03405270835,,6.25815177606422,CEP,C1=c2c(c3c4sccc4[se]c3c3c2cc(-c2scc4ccsc24)c2cscc23)=C[SiH2]1
[SiH2]1c2cc([nH]c2-c2c1c1[se]ccc1c1cscc21)-c1ccc[se]1,-4.9450769565417,-3.06824332060839,0.345076956541701,114.2187911189,,2.56097849230402,CEP,c1c[se]c(-c2cc3c([nH]2)-c2c(c4[se]ccc4c4cscc24)[SiH2]3)c1
c1cc2c(scc2s1)-c1cc2[nH]c3c4ncccc4[se]c3c2c2ccccc12,-5.26816593184608,-2.8277142507633,0.66816593184608,45.62704067948,,1.98088399425795,CEP,c1cnc2c(c1)[se]c1c2[nH]c2cc(-c3scc4sccc34)c3ccccc3c21
C1C=c2cccc(-c3cc4c5nsnc5c5c6cnccc6sc5c4s3)c2=C1,-5.36631066547463,-3.62284229375028,0.766310665474631,138.61212857375,,6.90173874395522,CEP,C1=c2cccc(-c3cc4c5nsnc5c5c6cnccc6sc5c4s3)c2=CC1
c1cc2cc3ncc4cc(-c5scc6nccnc56)c5ccccc5c4c3cc2[se]1,-5.56662693680598,-3.50942066752974,0.96662693680598,86.85237944305,,5.4549782991067,CEP,c1ccc2c(c1)c(-c1scc3nccnc13)cc1cnc3cc4cc[se]c4cc3c12
c1scc2c1c1cc([nH]c1c1cnccc21)-c1scc2nccnc12,-5.2501716323709,-3.61236736877781,0.6501716323709,159.545234108,,6.74006780063224,CEP,c1cc2c3cscc3c3cc(-c4scc5nccnc45)[nH]c3c2cn1
C1C=CC=C1c1cc2ncc3c(oc4ccsc34)c2[se]1,-5.40574224726597,-2.95985706474902,0.805742247265971,44.8043166441,,2.34567806206303,CEP,C1=CCC(c2cc3ncc4c(oc5ccsc54)c3[se]2)=C1
C1C=c2ccc3sc4c(c5cscc5c5cc(ccc45)-c4scc5C=CCc45)c3c2=C1,-5.06863593137122,-3.06992594279675,0.46863593137122,95.32506672,,2.90265295816109,CEP,C1=Cc2csc(-c3ccc4c(c3)c3cscc3c3c4sc4ccc5c(c43)=CCC=5)c2C1
C1C=c2ccc3[nH]c4c(c3c2=C1)c1=CCC=c1c1cc(ncc41)-c1scc2[nH]ccc12,-4.67817483447636,-2.83635333868097,0.0781748344763605,120.62740650415,,0.612724680074801,CEP,C1=c2ccc3[nH]c4c5cnc(-c6scc7[nH]ccc67)cc5c5c(c4c3c2=CC1)=CCC=5
c1cc2oc3c(c2o1)c1ccccc1c1cc(-c2nccc4nsnc24)c2cscc2c31,-5.29386662037728,-3.82932426966688,0.69386662037728,197.03405270835,,8.88320528685978,CEP,c1ccc2c(c1)c1cc(-c3nccc4nsnc34)c3cscc3c1c1oc3ccoc3c21
c1[nH]cc2c1c(cc1c3nsnc3c3c([se]c4ccc5nsnc5c34)c21)-c1ncncn1,-5.55646349298628,-3.74118483175492,0.95646349298628,125.59965152865,,7.80565308343903,CEP,c1ncnc(-c2cc3c4nsnc4c4c([se]c5ccc6nsnc6c54)c3c3c[nH]cc23)n1
c1csc(c1)-c1cc2ncc3c(sc4ccc5c[nH]cc5c34)c2c2nsnc12,-5.29564903036084,-3.47905913703701,0.69564903036084,125.1057102113,,5.65483229498363,CEP,c1csc(-c2cc3ncc4c(sc5ccc6c[nH]cc6c54)c3c3nsnc23)c1
c1ccc2c(c1)ccc1cnc3cc4cc(ccc4cc3c21)-c1cncc2nsnc12,-5.64392301953576,-3.85489361027977,1.04392301953576,130.00286507325,,8.81807545582748,CEP,c1ccc2c(c1)ccc1cnc3cc4cc(-c5cncc6nsnc56)ccc4cc3c12
C1C=Cc2c1csc2-c1cnc2c3[se]c4ccc5cocc5c4c3c3cocc3c2c1,-5.2451081985028,-3.09960456215749,0.6451081985028,75.47280648505,,3.16355561527906,CEP,C1=Cc2c(csc2-c2cnc3c(c2)c2cocc2c2c3[se]c3ccc4cocc4c32)C1
c1coc(c1)-c1ccc(s1)-c1ccc(o1)-c1cccc2ccccc12,-5.12011964601573,-2.87044377740799,0.52011964601573,63.882863332145,,2.15893737491783,CEP,c1coc(-c2ccc(-c3ccc(-c4cccc5ccccc45)o3)s2)c1
C1ccc2c1c(sc2-c1ccc(-c2ccccn2)c2c[nH]cc12)-c1scc2ccoc12,-4.85011634376889,-2.79175598251316,0.25011634376889,86.85237944305,,1.41148479890237,CEP,C1=Cc2c(-c3ccc(-c4ccccn4)c4c[nH]cc34)sc(-c3scc4ccoc34)c2C1
c1cc2csc(-c3cnc4c5[nH]c6ccc7cscc7c6c5c5cscc5c4c3)c2o1,-5.05886308967019,-2.85902040944486,0.45886308967019,69.2234614721,,2.0639009451877,CEP,c1cc2csc(-c3cnc4c(c3)c3cscc3c3c4[nH]c4ccc5cscc5c43)c2o1
[SiH2]1C=c2c3ccsc3c3c4cocc4c4cc(ncc4c3c2=C1)-c1ccc[se]1,-5.26914026563012,-3.59667160679209,0.66914026563012,151.7675309696,,6.59854900021582,CEP,C1=c2c(c3c4cnc(-c5ccc[se]5)cc4c4cocc4c3c3sccc23)=C[SiH2]1
[SiH2]1cccc1-c1ccc(o1)-c1ccc(-c2scc3ccsc23)c2cscc12,-5.00227422870194,-3.27820792611398,0.40227422870194,142.1134932724,,3.71458190265661,CEP,C1=C[SiH2]C(c2ccc(-c3ccc(-c4scc5ccsc45)c4cscc34)o2)=C1
c1cc2c(sc(-c3sc(-c4scc5ccsc45)c4ccoc34)c2[nH]1)-c1scc2cc[se]c12,-4.59285818267414,-3.153773102762,0.0,203.5128617184,,0.0,CEP,c1cc2c(-c3scc4cc[se]c34)sc(-c3sc(-c4scc5ccsc45)c4ccoc34)c2[nH]1
c1cc2c(scc2[nH]1)-c1cc2sc3c(cnc4ccncc34)c2c2nsnc12,-5.30199756576344,-3.68882678723085,0.70199756576344,162.74436058205,,7.42324795486927,CEP,c1cc2ncc3c(sc4cc(-c5scc6[nH]ccc56)c5nsnc5c43)c2cn1
C1C=c2c3c([nH]c4cc(-c5cccc6nsnc56)c5c[nH]cc5c34)c3ncccc3c2=C1,-4.8070043457689,-3.32824703588446,0.2070043457689,193.47805471085,,2.60233730802559,CEP,C1=c2c(c3c([nH]c4cc(-c5cccc6nsnc56)c5c[nH]cc5c43)c3ncccc23)=CC1
C1C(=Cc2[nH]c-3c([SiH2]c4cc[se]c-34)c12)c1cccc2cscc12,-4.67885264256016,-2.96252582328,0.0788526425601599,143.39653831815,,0.734695419774156,CEP,C1=C(c2cccc3cscc23)Cc2c1[nH]c1c2[SiH2]c2cc[se]c2-1
C1C=c2c3c4[SiH2]C=Cc4[nH]c3c3c4nsnc4c(cc3c2=C1)-c1ccc[se]1,-4.94424378776001,-3.7241441648852,0.34424378776001,253.8637571886,,5.67831168986739,CEP,C1=Cc2[nH]c3c(c2[SiH2]1)c1c(c2cc(-c4ccc[se]4)c4nsnc4c23)=CCC=1
[SiH2]1C=CC=C1C1=Cc2cc3ncc4C=C[SiH2]c4c3cc2[SiH2]1,-5.58606437998017,-3.4574876264255,0.98606437998017,77.7620591839,,4.98224908551032,CEP,C1=C[SiH2]C(C2=Cc3cc4ncc5c(c4cc3[SiH2]2)[SiH2]C=C5)=C1
c1cc2[nH]c3c(sc4cc(-c5cccnc5)c5cocc5c34)c2[se]1,-5.13742538108372,-2.88737238270558,0.53742538108372,63.882863332145,,2.23077084347629,CEP,c1cncc(-c2cc3sc4c([nH]c5cc[se]c54)c3c3cocc23)c1
c1cc([nH]c1-c1ccccn1)-c1ccc(-c2cccc3cocc23)c2cscc12,-5.13750354468024,-2.96664966875474,0.53750354468024,72.77136331985,,2.5415242426993,CEP,c1ccc(-c2ccc(-c3ccc(-c4cccc5cocc45)c4cscc34)[nH]2)nc1
C1C=c2cccc(-c3ccc4c(c3)[nH]c3c4c4cocc4c4ccc5cocc5c34)c2=C1,-4.97371377145252,-3.04114867489657,0.37371377145252,105.2278979024,,2.55518535447921,CEP,C1=c2cccc(-c3ccc4c(c3)[nH]c3c5c6cocc6ccc5c5cocc5c43)c2=CC1
[SiH2]1C=Cc2c1c1ccc3cc(-c4nccs4)c4ccccc4c3c1c1ccccc21,-5.53901641796444,-3.22375291016063,0.93901641796444,56.888816701405,,3.47098309805861,CEP,C1=Cc2c(c3ccc4cc(-c5nccs5)c5ccccc5c4c3c3ccccc23)[SiH2]1
C1C=Cc2c1csc2-c1cc2[se]c3cc4ccsc4cc3c2o1,-5.1302288707008,-2.78144542538368,0.5302288707008,53.41074688547,,1.84011275224294,CEP,C1=Cc2c(csc2-c2cc3[se]c4cc5ccsc5cc4c3o2)C1
C1C=c2ccc3sc4c5sc(cc5c5nsnc5c4c3c2=C1)-c1ccco1,-5.04480159422915,-3.37773264196207,0.44480159422915,152.73095309355,,4.41413701809716,CEP,C1=c2ccc3sc4c5sc(-c6ccco6)cc5c5nsnc5c4c3c2=CC1
C1C=c2ccc3c4ccccc4c4c5sc(cc5c5nsnc5c4c3c2=C1)-c1ncncn1,-5.27326091437393,-3.68377430732685,0.67326091437393,168.45159968195,,7.36904069594585,CEP,C1=c2ccc3c4ccccc4c4c5sc(-c6ncncn6)cc5c5nsnc5c4c3c2=CC1
c1cc2c(scc2o1)-c1cnc2c(c1)c1ccccc1c1c2ncc2ccc3c[nH]cc3c12,-5.29423859271767,-2.92383997570981,0.69423859271767,51.751646503115,,2.33445408713411,CEP,c1ccc2c(c1)c1cc(-c3scc4occc34)cnc1c1ncc3ccc4c[nH]cc4c3c21
c1[nH]cc2c1c1cc(ncc1c1c3cocc3c3ccc4nsnc4c3c21)-c1cccnc1,-5.31253627304201,-3.55283034151072,0.71253627304201,135.20048980945,,6.2594713450289,CEP,c1cncc(-c2cc3c4c[nH]cc4c4c(c3cn2)c2cocc2c2ccc3nsnc3c24)c1
[SiH2]1C=c2c(cc3cnc4c5occc5ncc4c3c2=C1)-c1ccco1,-5.55333245419902,-3.84615366403206,0.95333245419902,145.02691086845,,8.98349617320826,CEP,C1=c2c(-c3ccco3)cc3cnc4c(cnc5ccoc54)c3c2=C[SiH2]1
[SiH2]1C=c2ccc3cc4[se]c5cc(oc5c4cc3c2=C1)-c1cncc2nsnc12,-5.45583218993197,-3.98331286928016,0.85583218993197,194.81097418965,,10.8331423085908,CEP,C1=c2ccc3cc4[se]c5cc(-c6cncc7nsnc67)oc5c4cc3c2=C[SiH2]1
c1c[se]c(c1)-c1sc(-c2ncc(-c3scc4sccc34)c3nsnc23)c2sccc12,-5.11063400470203,-3.98234361381986,0.51063400470203,282.5809134798,,9.37572736209607,CEP,c1c[se]c(-c2sc(-c3ncc(-c4scc5sccc45)c4nsnc34)c3sccc23)c1
[SiH2]1C=c2c3ccncc3c3ccc4cc([se]c4c3c2=C1)-c1cccc2cscc12,-5.5283380544224,-3.51667239027162,0.9283380544224,93.4233250977,,5.63525907066363,CEP,C1=c2c(c3c(ccc4cc(-c5cccc6cscc56)[se]c43)c3cnccc23)=C[SiH2]1
C1C=c2c3C=CCc3c3ncc4cc(ncc4c3c2=C1)-c1cccs1,-5.17838100217253,-3.29853360004918,0.57838100217253,113.73530703535,,4.27426787506233,CEP,C1=Cc2c(c3ncc4cc(-c5cccs5)ncc4c3c3c2=CCC=3)C1
c-1c[o]-c2c-1c1cscc1c1c3cnccc3c3ccccc3c21,-5.48282337018673,-2.96843581678641,0.88282337018673,39.49916410154,,2.26576121914305,CEP,c1ccc2c(c1)c1ccncc1c1c3cscc3c3ccoc3c21
